FACID,FACNAME,CONTACT_PHONE_NUMBER,LATITUDE,LONGITUDE
980001567,ASSISTED HEALTHCARE SERVICES,(805) 371-9988,34.225682,-118.502598
980001584,"HYGIEIA HOME HEALTH, INC.",(562) 865-4900,33.875273,-118.082214
980001492,"MIRACLE HOME HEALTH AGENCY, INC.",(562) 653-0668,33.858434,-118.100445
980001579,"MOBILE NURSING EXTENDED CARE AGENCY, INC.",(213) 480-6211,34.061791,-118.29855
980001577,PROVIDENCE TRINITYCARE HOSPICE,(310)530-3800,33.837623,-118.370471
980001593,CQI HOMECARE,(818) 549-4830,34.148128,-118.249141
980001607,"NETWORK PROVIDERS FOR HOME HEALTH, INC.",(562) 904-9040,33.967743,-118.116382
980001578,PARAMOUNT HOME HEALTH SERVICES,(213) 989-0888,34.065886,-118.268489
980001737,AMERICAN UNITED HOME CARE,(818) 386-6358,34.146007,-118.418878
980001648,EMINENCE HOME HEALTH,(818) 830-7113,34.104155,-118.184985
630007643,SILVER LINING HOME HEALTH CARE SERVICES,(310) 320-5000,33.845626,-118.328742
80001557,SHARP HOSPICECARE,(619)667-1900,32.784322,-117.007655
980001698,ALL CARE HOME HEALTH PROVIDER,(818) 241-2473,34.145329,-118.257932
980001581,HOME CARE OF AMERICA,(626) 309-7696,34.146003,-118.11046
980001700,MISSION HOSPICE,(626) 799-2727,34.146191,-118.097704
980001791,"ADVANTAGE HOME HEALTH SERVICES, INC.",(213) 977-1200,34.187684,-118.446878
980001745,"ADVENT HOME HEALTH CARE SERVICES, INC.",(626) 852-1985,34.12871,-117.845389
980001359,CELEBRITY HOMEHEALTH,(818) 343-4001,34.201082,-118.495141
980001773,BROOKDALE HOME HEALTH,(626) 653-8880,34.106726,-117.902981
980001769,HEALTH VIEW HOME HEALTH,(562) 468-0136,33.868648,-118.061307
980001712,"HUMAN TOUCH HOME HEALTH CARE AGENCY, INC.",(424) 247-8165,33.901433,-118.396305
980001644,"UNIVERSAL HOME CARE, INC.",(323) 653-9222,34.068357,-118.374893
980001691,SANTA CLARITA HOME HEALTH,(661) 222-7889,34.37826,-118.528429
980001839,AS'LIEF HOME HEALTH,(323) 999-2505,34.121399,-118.225829
980001684,CARE SHARING HOME HEALTH,(818) 784-9940,34.159218,-118.500808
980001789,VIP HOME HEALTH CARE AGENCY,(626) 293-1339,34.079737,-118.122994
980001843,"GOOD LIFE HOME HEALTH CARE SERVICES, INC.",(323) 478-9471,34.141512,-118.221388
980002239,RED OAK HOME HEALTH SERVICES,(323) 906-9090,34.090881,-118.295294
980001663,"MAXIM HEALTHCARE SERVICES, INC.",(310) 329-9115,33.858381,-118.306444
980001685,"EXCEPTIONAL HOME HEALTH CARE OF SO. CALIF., INC.",(562) 799-1234,33.768916,-118.189255
980000991,KAISER FOUNDATION HOSPITAL HOSPICE PROGRAM,(562) 622-4092,33.922482,-118.12531
980001770,"NORTH STAR HEALTHCARE, INC.",(909) 895-8841,34.005508,-117.846621
980001860,ASSISTED HEALTHCARE SERVICES,(626) 974-9720,34.070683,-117.946583
980001820,"ISOCARE MEDICAL EXTENDERS SERVICES, INC.",(310) 644-5151,33.909405,-118.35279
980001680,SURE CARE HEALTH CARE SERVICES,(626) 859-7606,34.088745,-117.91235
980001885,"PROMPTCARE HEALTH SERVICES, INC.",(818) 500-1902,34.140141,-118.257837
980001933,CLORAN HOME HEALTH SERVICES,(562) 860-7770,33.872898,-118.09016
980001880,"ERG HOME HEALTH PROVIDER, INC.",(562) 403-1070,33.85841,-118.08455
980001840,"PRECAUTIONARY HOME HEALTH SERVICES, INC.",(323) 241-1150,33.930891,-118.32532
980001857,ALWAYS BETTER CARE HOME HEALTH PROVIDERS,(213) 251-2315,34.0617,-118.303653
980001811,CAREMAX HOME HEALTH,(818) 363-1500,34.273936,-118.709041
980001934,CALIFORNIA NURSES HOME HEALTH SERVICES,(818) 832-1889,34.264826,-118.513829
980002056,"PROGRESSIVE 2000 HOME HEALTH CARE, INC.",(323) 655-2011,34.088566,-118.361346
980001925,"IMMACULATE HEART OF MARY HOME HEALTH, INC.",(562) 920-9868,33.901984,-118.118334
980001891,"HIGHLAND HOME HEALTHCARE, INC.",(310) 854-1023,34.066347,-118.380758
980001854,CHARITY HOME HEALTH SERVICES,(310) 527-4339,33.844924,-118.265404
980001936,SPIRIT HOME HEALTH CARE,(310) 641-4100,33.955216,-118.396323
980001882,"ALL-MED HOME HEALTH SERVICES, INC.",(818) 986-2356,34.158205,-118.496489
980001876,"ADVANCE HOME HEALTH SERVICES, INC.",(626) 282-0765,34.078088,-118.131921
980001875,"SAN MARINO HOME HEALTH, INC.",(626) 584-0635,34.122637,-118.105814
980001948,JOLA HOME HEALTH AGENCY,(323) 541-1100,33.960057,-118.32927
980001824,"ANCESTRAL HOME HEALTH CARE PROVIDER, INC.",(818) 789-5888,34.160879,-118.467997
980001931,"DIVINE HOME HEALTH, INC.",(562) 407-0288,33.898133,-118.046639
980002014,ROZE ROOM HOSPICE,(310) 202-7693,34.006331,-118.395383
980002144,"CAPITAL HOME HEALTH AGENCY, INC.",(310) 253-5384,34.032382,-118.378541
980002276,PROCARE HOSPICE CORP,(818) 895-8000,34.255712,-118.467224
980002136,"VISTA HOME HEALTH SERVICES, INC. - BRANCH",(661) 267-0097,34.580042,-118.123268
980001651,THE HOSPICE HOUSE PRESBYTERIAN INTERCOMMUNITY,(562) 698-0811,33.934623,-118.022494
980001437,ASSISTED HOME HOSPICE,(818) 830-5003,34.225682,-118.502598
980002165,EPIC HOMECARE INC.,(310) 926-8404,34.063753,-118.368635
980002227,"MAXIM HEALTHCARE SERVICES, INC.",(323) 937-1122,34.061795,-118.320822
980002185,"FOUR SEASONS QUALITY HOME HEALTH, INC.",(323) 936-7948,34.061765,-118.319524
980002191,"AMERICAN EMPIRE HOME HEALTH CARE SERVICES, INC.",(626) 732-6542,34.090838,-117.880299
980002199,"G.T.S. HOME HEALTH SERVICES, INC.",(818) 505-0104,34.208657,-118.424575
980002187,"HOME HEALTH SERVICES OF CALIFORNIA, INC.",(213) 385-9949,34.052076,-118.280817
980002193,CHS HOMECARE,(562) 256-1640,33.803129,-118.167717
980002206,ASSISTED HOME CARE,(213) 381-8310,34.061757,-118.30747
980002202,"WESTERN STATES HOME HEALTH CARE AGENCY, INC.",(310) 672-4581,33.96572,-118.343982
980002204,CHARTER HEALTH CARE GROUP LLC,(626) 915-7490,34.071972,-117.863158
980002214,ALOHA HEALTHCARE,(626)289-8999,34.029617,-118.015086
980002219,"ACE HEALTH SYSTEMS, INC.",(562) 402-0288,33.865762,-118.091543
980002216,"HORIZON HOME CARE, INC.",(213) 365-9055,34.052076,-118.280817
980002225,"ACE HOME HEALTH, INC",(213) 383-9678,34.061727,-118.316126
980002231,"HEALING HANDS HOME HEALTH CARE, INC.",(323) 739-0333,34.141691,-118.22183
980002223,ALLPOINT HOME HEALTH,(310) 441-2009,34.037767,-118.441923
980002244,"BEVERLY HILLS HOME HEALTH CARE, INC.",(310) 659-7950,34.062907,-118.376104
980002259,"PARTNERS HOME HEALTHCARE, INC.",(818) 247-7650,34.136146,-118.257886
980002240,HAVEN HEALTHCARE,(562) 290-0558,33.809017,-118.158951
980002232,"PREMIUM HOME HEALTH, INC.",(562) 595-6470,33.907247,-118.071597
980002228,AMERICAN HOMECARE HEALTH SERVICES,(818) 566-1020,34.163835,-118.345245
980002268,"FOUNTAIN HOME HEALTH, INC.",(323) 663-8411,34.095718,-118.28621
980002242,CALIFORNIA HOSPICE AND NURSING SERVICES,(323) 594-8060,34.126716,-118.218692
630011189,"NEW BEGINNINGS HOME HEALTH CARE, INC.",(323) 460-6000,34.090763,-118.305512
980002270,"NEW HORIZON HOME HEALTH CARE, INC.",(818) 244-4007,34.142678,-118.244777
980002281,PASADENA HOME HEALTH CARE,(626) 351-1300,34.161951,-118.069589
980002274,PRECIOUS HOME HEALTH SERVICES INC.,(626) 581-4174,34.029057,-117.890176
980002277,LOS ANGELES HOME HEALTH CARE AGENCY,(310) 559-2290,34.037135,-118.388736
980002273,MAJESTY HOME HEALTH,(818) 775-9447,34.220747,-118.537697
980002287,"ALWAYS STAY HOME NURSING SERVICE, INC.",(310) 219-2857,33.928499,-118.352761
980002290,"MEDQUEST HEALTH SERVICES, INC.",(626) 337-6500,34.105499,-117.876416
630013087,NATIONAL HEALTHCARE,,37.97156,-121.333338
980002278,"PROFESSIONAL HOME HEALTH SERVICE, INC.",(626) 732-4541,34.075967,-117.889243
980002295,"EVERGREEN HOME HEALTH, INC.",(562) 860-9444,33.874505,-118.099849
980002298,"MED CARE PLUS HOME HEALTH, INC.",(626) 796-0534,34.138313,-118.073178
980002304,"VALLEY HOME HEALTH, INC.",(818) 509-6764,34.187298,-118.39871
980002226,VITAS HEALTHCARE CORP.,(626) 918-2273,34.104083,-117.87271
980002299,"MONINA HOME HEALTH, INC.",(562)997-4219,33.822655,-118.189377
980002340,HAVEN HOSPICE,(562)426-7500,33.809017,-118.158951
980002346,"MISSION HEALTH CARE PROVIDERS, INC.",(818) 343-4500,34.201212,-118.539914
980002336,"EXCELL HOME CARE, INC.",(562) 988-3370,33.834885,-118.189522
980002291,ALTA VISTA HEALTH SERVICES,(626) 858-0288,34.077902,-117.887312
980002296,"ROYAL MAJESTY HOME CARE, INC.",(562) 492-9600,33.826493,-118.147947
980002307,"HYE NURSES HOME HEALTH, INC.",(818) 509-1892,34.186724,-118.394789
980002312,HOME CARE PROMINENCE,(323) 344-0017,34.104093,-118.185028
980002318,"CHARTWELL HOME HEALTH, INC",(213) 617-8685,34.062709,-118.239624
980002344,"L.A. FAMILY HOME HEALTH, INC.",(213) 481-2500,34.060714,-118.258339
980002339,"CRYSTAL HOME HEALTH CARE, INC.",(562) 427-3690,33.829636,-118.185108
980002359,REMEDY HOME CARE,(213) 382-4132,34.042353,-118.430355
980002384,"SIERRA HOME HEALTH CARE SERVICES, INC.",(323) 222-1235,34.05562,-118.206322
980002285,"COMFORT HOME HEALTH CARE, INC.",(562) 997-4150,33.823326,-118.189377
980002333,MC HOME HEALTH SERVICES INC,(626) 854-1450,34.028592,-117.891018
980002325,IMMACULATE HOME HEALTH PROVIDERS,(562) 806-7022,33.959231,-118.141351
980002303,RELY ABLE HOME HEALTH CARE,(818) 241-6470,34.158495,-118.259356
980002380,"GIDDA'S HOME HEALTH SERVICES, INC.",(310) 644-0985,33.911263,-118.352774
980002378,"BRADBOURNE HEALTHCARE, INC.",(626) 814-0200,34.107076,-117.931411
980002385,"COMPREHENSIVE HEALTH CARE, INC.",(213) 389-4876,34.061712,-118.30154
980002406,"CARING LIKE FAMILY, INC",(310) 395-4788,33.987959,-118.441009
980002138,PROVIDENCE TRNITYCARE HOSPICE- BRANCH,(310) 530-3800,33.873159,-118.09983
980002367,"PROVIDENT HOME HEALTH, INC.",(818) 241-9500,34.146361,-118.245912
980002413,"MEDCARE HOME HEALTH SERVICES, INC.",(818) 785-2152,34.219774,-118.451575
980002364,"GOLDEN AGE HOME HEALTHCARE, INC.",(818) 718-4680,34.234476,-118.536125
980002434,INTERNATIONAL HOME HEALTH CARE. INC.,(213) 384-6731,34.061692,-118.304983
980002412,"AMITY HOME HEALTH, INC.",(818) 831-8270,34.257498,-118.503524
980002417,GRANDCARE HOME HEALTH SERVICES,(818) 244-8446,34.146193,-118.097751
980002400,"GENTLE HANDS, INC.",(818) 865-8787,33.864976,-118.091082
980002458,"INFINITY HOME CARE PROVIDERS, INC.",(626) 227-0220,34.071899,-118.066315
630009361,"HOLLYWOOD HEALTH SERVICES, INC.",(323) 464-7905,34.182234,-118.131689
980002361,"HIGHMARK HOME HEALTH, INC.",(626) 810-1957,34.002983,-117.886985
980002381,"RIGHTCARE HOME HEALTH SERVICES, INC.",(818) 550-8668,34.146761,-118.266604
980002388,CONCORD HOME HEALTH CARE,(626) 792-0911,34.153349,-118.132314
980002393,"BLUE STAR HOME HEALTH, INC.",(818) 269-3902,34.25727,-118.590503
980002416,"CARE CENTER HOME HEALTH , INC.",(714) 562-0096,33.897308,-117.986464
980002418,"SMART CARE LINK, INC.",(626) 356-1927,34.146191,-118.098269
980002443,"TRUE CARE HOME HEALTH AGENCY, INC.",(626) 301-0710,34.139783,-117.966911
980002460,HOME REHABILITATION HEALTH CARE AGENCY,(310)677-4400,33.964505,-118.345014
980002382,HANA HOME CARE,(213) 383-6333,34.052076,-118.280817
980002324,"LA HOMECARE PROVIDER, INC.",(909) 599-0777,34.074041,-117.829112
980002538,HOSPICE OF PRESBYTERIAN,(562) 947-3668,33.934901,-118.022215
630008646,ZIBA HOSPICE,(310) 328-4865,33.828825,-118.159893
980001865,"QUALITY CARE HOME HEALTH SPECIALISTS, INC.",(626)917-6068,34.048251,-117.907913
980000952,LIBERTANA HOME HEALTH OF SHERMAN OAKS,(818) 902-5000,34.176155,-118.466211
980002253,"COMPANION HOSPICE CARE, LLC",(562) 944-2711,33.952047,-118.127086
980002315,"ACCORD HOME HEALTH CARE, INC.",(310) 338-7160,33.985548,-118.38735
980002267,"DEVOTED HOME HEALTH SERVICES, INC.",(747) 224-0056,34.257209,-118.594472
980002338,"SUN-TRIUNE HEALTHCARE, INC.",(213) 632-1445,34.061692,-118.304983
980001962,"ALDEN HOME HEALTH, INC.",(661) 266-8560,34.633096,-118.149886
980002467,"MONTROSE HOME HEALTHCARE, INC.",(818) 545-0211,34.14934,-118.253738
980002496,"ASSURANCE HOSPICE, INC.",(626) 793-3374,34.146875,-118.098612
980002211,"MISSION HOME HEALTH SERVICES, INC.",(213) 387-4663,34.061753,-118.293283
980002176,ASSISTED HEALTHCARE SERVICES,(626) 915-5595,34.070867,-117.94673
980001517,PEGASUS HOME HEALTH CARE,(800) 551-1939,34.14763,-118.253806
980002265,"LEGACY HOMECARE, INC.",(562) 568-0162,33.97245,-118.074016
980002551,"PACIFIC HEALTH SERVICES, INC.",(213) 387-9552,34.063615,-118.29584
980002548,"PARADISE HOME HEALTH CARE SERVICES, INC.",(818) 506-0471,34.17944,-118.405613
980002332,VERDUGO HOSPICE CARE CENTER,(323) 257-5715,34.126426,-118.231968
980002473,CALCARE HOME HEALTH INC,909-622-6300,34.078179,-117.747207
980001866,"BRIGHT HORIZONS HOME HEALTH SERVICES, INC.",(323) 600-1100,33.940588,-118.309054
980002358,"INTENSIVE HOME HEALTH CARE, INC.",(909) 396-8585,34.000001,-117.834857
980001335,BIOSCRIP INFUSION SERVICES,(818) 830-5335,34.175645,-118.30934
980001596,PRACTICARE HOME HEALTH,(626) 821-4880,34.142986,-118.028435
980002233,"ACCURATE HOME HEALTH CARE, INC.",(626)307-5006,34.068997,-118.071251
980002420,"ALL CARE ENTERPRISES, INC.",(310) 768-1600,33.858361,-118.298561
980001438,"SUPERB HOME HEALTH AGENCY, INC.",(310) 212-0916,33.845626,-118.328742
630004261,BUENA VISTA HOSPICE,(805) 777-1133,34.159634,-118.834305
980002455,HOSPICE ANGELS,(626) 398-0195,34.139463,-118.07317
980002396,"N & D HEALTHCARE SERVICES, INC.",(626) 810-5828,33.992802,-117.915329
980001360,ACCREDITED HOME HEALTH SERVICES,(818) 385-0404,34.178753,-118.590461
980002150,"ALMITY INTERNATIONAL HOME HEALTH CARE AGENCY, INC.",(909) 399-9962,34.092997,-117.716689
980001795,EXTENDED HEALTH CARE - BRANCH,(562) 806-8766,33.957844,-118.141264
980001657,PRIMARY CARE HOME HEALTH SERVICES,(562) 809-9898,33.872905,-118.093991
980000966,"USA HOME HEALTH, INC.",(818) 244-5112,34.142792,-118.233534
980001836,CAMBRIAN HOMECARE,(562) 498-1800,33.783732,-118.131883
980001509,"HOME HEALTH INTEGRATED SERVICES, INC.",(818) 558-6685,34.166618,-118.313121
980002209,"ST. LIZ HOSPICE, INC.",(213) 365-6499,34.072497,-118.274701
980002475,"CONSTANT CARE HOME HEALTH AGENCY, INC.",(818) 246-1133,34.160102,-118.298809
980002190,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC.",(818) 528-8855,34.20125,-118.492014
980001019,ADVENTIST HEALTH HOME CARE SERVICES,(818) 409-8379,34.149126,-118.227764
60001084,FANTASIA HEALTHCARE,(310)273-1234,34.051808,-118.43197
630006381,LOS ANGELES HOSPICE - NORTH -,(661) 799-5826,34.375218,-118.563893
980000951,AMERICADE HOME HEALTH AGENCY,(323) 278-1283,34.016477,-118.105901
980002409,"CORINTHIAN HEALTH CARE SERVICES, INC.",(818) 881-8388,34.19588,-118.536075
980001695,"ADMIRAL HOME HEALTH, INC.",(562) 421-0777,33.831145,-118.155013
980002363,HERALDS HOME HEALTH,(562) 988-0395,33.824119,-118.189371
630000121,"MBC HOME HEALTH SERVICES, INC.",(323) 254-5399,34.143772,-118.225739
980002255,"CARE BEST HOME HEALTH, INC.",(626) 282-2611,34.092953,-118.125211
980002247,"EDEN HOME HEALTH CARE, INC.",(626) 573-1001,34.09177,-118.124447
980002229,PRISTINE HOME HEALTH INC,(818)582-4110,34.190734,-118.322228
980002183,INTRA CARE HOME HEALTH SFV INC.,(818)609-8884,34.141729,-118.703446
980002429,"FAMILY HOME HEALTH CARE, INC.",(323) 935-5200,34.061765,-118.319524
980002397,"ANGEL CARE HOME HEALTH, INC.",(818) 248-8811,34.139821,-118.184567
980000955,BETTER HEALTH HOME CARE,(626) 581-3182,33.99107,-117.920991
980001998,"MILESTONE HOSPICE,  INC.",(310) 782-1177,33.833631,-118.328589
630011406,"LOVECARE HOME HEALTH, INC.",(818) 992-6158,34.200991,-118.607764
980001331,VITAS HEALTHCARE CORPORATION OF CALIFORNIA,(818) 385-0273,34.159138,-118.500728
980002345,"MULTI-SKILLED HOME CARE SERVICES, INC.",(909) 595-0200,34.003669,-117.873392
980002235,"OCEAN SIDE HOME HEALTH SERVICES, INC.",(323) 934-5050,34.06178,-118.322456
980002484,"ACKNOWLEDGE HOME HEALTH, INC.",(310) 397-1405,34.020472,-118.4233
980002498,"SUNSHINE HOME HEALTH SERVICES, INC.",(310) 558-7061,34.029982,-118.391395
980002184,"THE CENTER OF HOME HEALTH, INC.",(310) 782-8100,33.842726,-118.309366
980002502,"NEW CENTURY HOME HEALTH, INC.",(818) 892-6400,34.257243,-118.473066
980002514,"HIGH QUALITY HOME HEALTH AGENCY, INC.",(323) 954-8102,34.061765,-118.319524
630008203,"CALIPSO HOME HEALTH CARE, INC.",(818) 385-0030,34.228515,-118.500606
630014580,COMPREHENSIVE HOSPICE,(805) 582-0033,34.271704,-118.6754
980002481,"GENTLE CARE, INC.",(310) 216-2967,33.983986,-118.391989
630007726,"WESCARE HOME HEALTH PROVIDERS, INC.",(818) 672-8808,34.228519,-118.500987
980002510,RENAISSANCE HOME HEALTH SERVICES,(213) 252-8981,34.054557,-118.278059
980002530,"ORANGE COUNTY CARE PROVIDERS, INC.",(714) 994-5210,33.84758,-118.081908
630007701,"UNITED CARE HOME HEALTHCARE AGENCY, INC.",(818) 892-3040,34.228519,-118.500987
630008482,HOLY INFANT HOME CARE,(909) 603-9312,34.108664,-117.699215
630008682,"ADMIRAL HOSPICE CARE, INC.",(562) 429-1500,33.831145,-118.155013
630007623,"SILVER AGE HOME HEALTH CARE AGENCY, INC.",(213) 385-5788,34.063856,-118.282626
630007723,ACCESS TLC HOME HEALTH CARE,(818)551-1900,34.2012,-118.541986
630010741,"INFINITE HOME HEALTH, INC.",(818) 888-7772,34.16866,-118.609584
630008542,SACRED HEART OF CALIFORNIA,(213) 368-0254,34.061791,-118.306228
630007603,"QUEST HOME HEALTH SERVICES, INC",(818) 993-5200,34.26403,-118.519721
980002271,"ULTIMATE HOME CARE, INC.",(818) 244-4210,34.158236,-118.2483
980002371,"ALLEGIANCE HOME HEALTH, INC.",(626) 281-8600,34.087031,-118.123082
80001758,COMPASSUS HOSPICE ANAHEIM,(800) 405-1159,33.838275,-117.941673
980002478,SKIRBALL HOSPICE,(818) 774-3040,34.18613,-118.501227
980002284,ALL CARE HOME HEALTH OF SAN GABRIEL,(626) 571-0387,34.072855,-118.068832
980001403,"VERDUGO HILLS HOME CARE, INC.",(818) 542-6600,34.221172,-118.235229
630008541,"TESCA HOSPICE, INC.",(562) 272-6677,33.872897,-118.090143
980002408,"HERITAGE HOME HEALTH, INC.",(818) 757-1300,34.201208,-118.540226
980002256,PROLIFE HOME HEALTH CORPORATION,(626) 810-0207,34.047323,-117.810722
980001011,"VNA OF GREATER LOS ANGELES, INC.",(626) 844-7692,34.150101,-118.078807
980002330,"CARING HANDS HOME HEALTH AGENCY, INC.",(310) 258-0258,33.988998,-118.381085
980001732,SALCARE HOME HEALTH SERVICES,(323) 777-9339,33.892108,-118.14281
630008242,DEDICATED HOME HEALTH AGENCY,(626) 844-1880,34.148442,-118.098659
630007542,"MOBILITY HOME HEALTH SERVICES, INC.",(818) 772-2910,34.200983,-118.609828
630008484,"HEAVENLY HOME HEALTHCARE, INC.",(323) 662-7071,34.090832,-118.285711
630008121,"ACCESS HOME HEALTH CARE, INC",(626) 965-2084,34.028044,-117.892656
980001776,ULTIMATE HOME HEALTH CARE OF BEVERLY HILLS,(562) 612-4725,33.829227,-118.189378
980002347,"AGAPE HOME HEALTH SERVICES, INC.",(626) 581-8168,33.99107,-117.920991
630007581,HOMEBOUND HEALTH CARE SERVICES,(818) 368-0153,34.261749,-118.502331
630008401,"GOODWILL PLUS, INC.",(323) 725-7620,34.033639,-118.128056
630007547,"OPTIMUM CARE HOME HEALTH SERVICES, INC.",(562) 928-8006,33.959231,-118.141351
630007801,"AAA HOME HEALTH SERVICES, INC.",(818) 244-0698,34.180581,-118.308974
630007548,PATIENTS FIRST HOME HEALTH AGENCY,(310) 534-8689,33.814718,-118.328021
630007621,"R & A HOME HEALTH SERVICES, INC.",(818) 956-8888,34.146761,-118.266604
630007521,"LIFECARE HOME HEALTH SERVICES, INC.",(909) 592-4400,34.122961,-117.797415
630007522,"LE MEILLEUR HEALTH CARE SERVICES, INC.",(626) 369-3335,34.020141,-117.950092
630007281,"CORINTHIAN HOSPICE, INC.",(626) 359-4680,34.151167,-118.018289
630007543,NURSE RESOURCE HOME HEALTH INC.,(818) 240-6744,34.154298,-118.255144
630007502,LEGACY HOME HEALTH CARE,(562) 651-2358,33.905217,-118.068113
980002500,"IDEAL CARE HOME HEALTH, INC.",(818) 882-1178,34.25727,-118.59168
630007524,"J & L HOME HEALTH SERVICES, INC.",(323) 255-3191,34.139227,-118.213326
630008124,"BEST CARE HOME HEALTH AGENCY, INC.",(310) 540-2637,33.837632,-118.346247
630008563,"EVERGREEN HOSPICE CARE, INC.",(562) 865-9006,33.874505,-118.099849
630009981,RAINBOW HOME HEALTH CARE AGENCY,(310) 515-5599,33.854876,-118.290567
630008481,"HAPPY HEALTH CARE, INC.",(818) 884-6100,34.257271,-118.589536
630008282,"ER HOME HEALTH, INC.",(323) 887-2883,34.01551,-118.102035
630008261,"DESTINY HOME HEALTH SERVICES, INC.",(310) 672-2555,33.96772,-118.35023
630007583,PURITY HOME HEALTH SERVICES,(562) 863-5652,33.91726,-118.06264
630011071,"SUPERIOR HOME HEALTH SERVICES, INC.",(818) 957-9991,34.250807,-118.292323
630008582,MED CARE PLUS HOSPICE,(626)796-9341,34.138313,-118.073178
630008241,CARE DIMENSIONS,(626) 262-4444,34.148562,-118.132397
630008341,"FOREVER CARING HOME HEALTH SERVICES, INC.",(323) 293-7072,34.008925,-118.338925
630008302,"EFFICIENT HOME HEALTH SERVICES, INC.",(818) 891-5114,34.232389,-118.467795
630009801,"CALIFORNIA HOME HEALTH SPECIALIST, INC.",(626) 965-2711,34.029057,-117.890176
980002316,"SERENITY HEALTH CARE, INC.",(626) 914-8481,34.117669,-117.872766
630008485,"HEALTHNET HOME CARE SERVICES, INC.",(818) 846-8483,34.197217,-118.325492
980002453,"EASTERN HOME HEALTH, INC.",(310) 328-2980,33.83642,-118.328017
630011053,SHEPHERD HOME HEALTH CARE INC.,(323) 932-8851,34.064621,-118.373815
980002533,PROFESSIONAL HOME CARE SERVICE,(818) 785-4270,34.18664,-118.445056
630009541,"APEX HOME HEALTH CARE, INC.",(818) 500-7167,34.1603315,-118.2987234
630007724,"VALENTINE HEALTH CARE, INC.",(562) 916-3381,33.887036,-118.133928
630008141,"BRIGHT CARE HOME HEALTH, INC.",(626) 285-9698,34.079189,-118.073254
630006821,COVENANT HOME HEALTH OF CALIFORNIA,(626) 256-1111,34.139003,-117.977587
980002419,"TEA HEALTHCARE SERVICES, INC.",(626) 962-7921,34.088867,-117.910529
980002519,QUEEN OF ANGELS HOSPICE,(888) 484-8899,34.14,-118.029699
630007527,"MULTICARE INTERNATIONAL HOME HEALTH AGENCY, INC.",(562) 776-3611,33.947039,-118.150739
630008621,"ST. JACOB HOSPICE, INC.",(818) 368-9995,34.257498,-118.503524
630009821,"FAMILY HEALTH SERVICES, INC.",(818) 780-1355,34.2001,-118.474902
630007727,"WESTSIDE HOME HEALTH, INC.",(323) 644-9814,34.123688,-118.268196
630007361,"AM & PM HOME HEALTH AGENCY, INC.",(818) 904-1010,34.193231,-118.466218
980002283,"ANNEX HEALTHCARE PROVIDERS, INC.",(818) 509-2661,34.158045,-118.495651
630008761,"WISDOM HEALTH CARE SERVICES, INC.",(310) 324-3290,33.877605,-118.309176
630007981,"D & B HEALTH CARE PROFESSIONALS BURBANK, INC.",(818) 848-8887,33.873005,-118.073292
630007725,"WELLNESS HOME HEALTH CARE, INC.",(818) 638-8767,34.158232,-118.252013
980002335,"PROFESSIONAL HEALTH CARE PROVIDER, INC.",(909) 860-3080,34.017302,-117.811768
980001921,"PROSPECT HOME HEALTHCARE, LLC",(818) 849-5428,34.199913,-118.49236
980002383,ST. MARY HOME HEALTH,(909)569-5686,34.075967,-117.889243
630011002,"GREEN PINE HOME HEALTHCARE SERVICES, INC.",(626) 573-3332,34.076936,-118.108244
630011130,"OPEN ARMS HOME HEALTH CARE, INC.",(310) 645-5450,33.96572,-118.343982
630011029,"GLOBAL HOME HEALTH, INC.",(818) 508-9911,34.178839,-118.319102
980002426,"ROYALE HOME HEALTH CARE, INC.",(909) 394-0331,34.109498,-117.807149
630011109,BLISS HOSPICE CARE,(626) 967-1414,34.10695,-117.872729
630008645,"HUMAN TOUCH PALLIATIVE AND HOSPICE CARE, INC.",(424) 247-8300,33.901433,-118.396305
980001419,"TOTAL HOME HEALTH, INC.",(213) 250-2022,34.052558,-118.263772
630007504,L.A. CARE PROVIDER,(310) 478-8400,34.047208,-118.463602
630008861,THE DOCTOR'S CHOICE AGENCY,(213) 252-9383,34.063246,-118.364141
630009901,SHANT HOME HEALTH CARE,(818) 782-9123,34.180586,-118.431282
980002360,SPECIALIZED HOME HEALTH SERVICES,(818) 500-3929,34.169144,-118.287174
980001614,ANGELES VISTA HOSPICE,(310) 933-6886,34.065375,-118.376862
630010701,"AMERICAN DREAM HOME HEALTH CARE, INC.",(818) 707-8999,34.153163,-118.79991
630011133,MHIRAMARC MANAGEMENT LLC,(562) 927-2320,33.952554,-118.128101
630007664,ELEVATE  HEALTH,(800) 880-1405,33.759656,-118.134079
630007661,SUPPORTIVE HOME HEALTH CARE CORPORATION,(213) 383-1188,34.061898,-118.3282
630008681,MISSION HOSPICE OF SOUTH BAY,(818) 501-3129,34.164562,-118.466131
630011338,"LIBRA HOME HEALTH CARE, INC.",(818) 405-9437,34.130635,-118.252455
630008602,OPTIMAL HOSPICE CARE,(562) 494-7687,33.810581,-118.13524
630005461,ROYAL HOME CARE INC,(805) 230-3033,34.154101,-118.831076
630011132,"MIRAFAITH HOSPICE, INC.",(818) 951-9040,34.25273,-118.295217
630011233,"L.P.G. HEALTH CARE, INC.",(818) 547-3335,34.140084,-118.377955
980002454,PACIFIC HOSPICE CARE CORPORATION,(213) 382-3835,34.061898,-118.3282
